"County","Market Name","Market Location","Address Line 1","City","State","Zip","Contact","Phone","Market Link","Operation Hours","Operation Season","Operating Months","FMNP","SNAP","FCC Issued","FCC Accepted","WIC VF","Latitude","Longitude","Georeference_1"
"Bronx","BronxWorks Farm Stand","1130 Grand Concourse","1130 Grand Concourse","Bronx","NY","10456","Rachel Gill","7185083156",,"Thu 10am-2pm","July 9-November 19","M","Y","N","N","Y","N","40.83256","-73.9192","POINT (-73.9192 40.83256)"
"Bronx","Harvest Home Co-op City Farmers' Market","21 Asch Loop & Aldrich St next to firehouse","21 Asch Loop","Bronx","NY","10475","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Wed/Sat 8am-3pm","May 13-November 25","P/M","Y","Y","N","Y","N","40.87025","-73.83097","POINT (-73.83097 40.87025)"
"Bronx","Harvest Home Hunts Point Farmers' Market","Hunts Point Ave & E 163 St","884 Southern Blvd.","Bronx","NY","10474","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Wed 8am-4pm","May 13-November 25","P/M","Y","Y","N","Y","N","40.81323","-73.88711","POINT (-73.88711 40.81323)"
"Bronx","Harvest Home Jacobi Hospital Fri Farmers' Market","1400 Pelham Parkway","1400 Pelham Parkway","Bronx","NY","10461","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Fri 8am-3pm","May 15-November 20","P/M","Y","Y","N","Y","N","40.85738","-73.84631","POINT (-73.84631 40.85738)"
"Bronx","Harvest Home Mt. Eden Farmers' Market","Claremont Park, Mt Eden Pkway & Morris Ave","1601 Morris Avenue","Bronx","NY","10457","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Tue/Thu 8am-4pm","May 12-November 24","P/M","Y","Y","N","Y","Y","40.84305","-73.90947","POINT (-73.90947 40.84305)"
"Bronx","Harvest Home N Central Bronx Farmers' Market","W Mosholu Parkway N & Jerome Ave","1 W Moshulu Pkwy N","Bronx","NY","10467","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Wed 8am-3pm","May 13-November 25","P/M","Y","Y","N","Y","N","40.88046","-73.88385","POINT (-73.88385 40.88046)"
"Bronx","Harvest Home St. Mary's Park Farmers' Market","E 149th St & Eagle Ave","646 E 149th St","Bronx","NY","10455","Perla Vazquez","2128283361","http://www.harvesthomefm.org","Thu 8am-4pm","May 14-November 19","P/M","Y","Y","N","Y","N","40.81099","-73.91173","POINT (-73.91173 40.81099)"
"Bronx","James Baldwin OLC Farmers' Market","100 W Mosholu Parkway S Bronx","100 West Mosholu Parkway South","Bronx","NY","10463","Ray Pultinas","9177553559","http://www.jamesbaldwinoutdoorlearningcenter.org","Sat 10am-3pm","June 20-October 31","M","Y","N","N","Y","N","40.88146","-73.88693","POINT (-73.88693 40.88146)"
"Bronx","La Familia Verde Farmers' Market","Walter Gladwin Park, East Tremont & Arthur Aves","East Tremont Ave and Arthur Ave","Bronx","NY","10457","Aleyna Rodriguez","7185831756","http://www.lafamiliaverde.org","Tue 9am-3pm","July 7-November 10","M","Y","N","N","Y","N","40.84643","-73.89334","POINT (-73.89334 40.84643)"
"Bronx","La Familia Verde Highbridge Farmers' Market","1430 Plimpton Ave Bronx","1430 Plimpton Ave","Bronx","NY","10452","Aleyna Rodriguez","7185831756","http://lafamiliaverde.com","Wed 10am-1pm","July 8-November 11","M","Y","N","N","Y","N","40.8433","-73.92213","POINT (-73.92213 40.8433)"
"Bronx","La Familia Verde Southern Blvd Farmers' Market","Field of Dreams Park, 960 E 167th St","960 East 167th Street","Bronx","NY","10459","Aleyna Rodriguez","7185831756","http://lafamiliaverde.com","Thu 10am-1pm","July 9-November 12","M","Y","N","N","Y","N","40.82668","-73.89169","POINT (-73.89169 40.82668)"
"Bronx","Lincoln Hospital Fri Greenmarket","E 149th St btwn Park & Morris Aves","234 East 149th Street","Bronx","NY","10451","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Fri 8am-3pm","June 26-November 20","M","Y","Y","N","Y","N","40.8174","-73.92276","POINT (-73.92276 40.8174)"
"Bronx","Lincoln Hospital Tue Greenmarket","E 149th St btwn Park & Morris Aves","234 East 149th Street","Bronx","NY","10451","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Tue 8am-3pm","June 23-November 24","M","Y","Y","N","Y","Y","40.81754","-73.9241","POINT (-73.9241 40.81754)"
"Bronx","Mott Haven Farm Stand","541 E 139th St","545 East 142nd Street","Bronx","NY","10454","Rachel Gill","7185083156","http://www.bronxworks.org","Wed 9am-1pm","July 8-November 18","M","Y","N","N","Y","N","40.80979","-73.91585","POINT (-73.91585 40.80979)"
"Bronx","New Roots Community Farm Stand","670 Grand Concourse","670 Grand Concourse","Bronx","NY","10451","Sheryll Durrant","6465328981",,"Sat 10am-3pm","July 11-November 7","M","Y","N","N","Y","N","40.82172","-73.92524","POINT (-73.92524 40.82172)"
"Bronx","New York Botanical Garden Farmers' Market","2900 Southern Blvd Mosholu Gate","2900 Southern Boulevard","Bronx","NY","10458-5126","Pascale Le Draoulec","9148063380",,"Wed 10am-2pm","June 3-October 21","M","Y","Y","N","Y","N","40.86689","-73.88061","POINT (-73.88061 40.86689)"
"Bronx","P811x Healthy Choice Farm Stand","1434 Longfellow Ave Bronx","1434 Longfellow Ave.","Bronx","NY","10459","Paula Lucas","7185893060",,"Thu 10am-1pm","July 16-November 19","M","Y","N","N","Y","N","40.830746","-73.886882","POINT (-73.886882 40.830746)"
"Bronx","Parkchester Greenmarket","Westchester Ave & White Plains Rd","1878 Cross Bronx Service Road South","Bronx","NY","10472","Daniel Olavarria","2127887900","http://www.grownyc.org/greenmarket","Fri 8am-3pm","June 12-November 20","M","Y","Y","N","Y","Y","40.82975","-73.87377","POINT (-73.87377 40.82975)"
"Bronx","Poe Park Greenmarket","E 192nd St btwn Grand Concourse & Valentine","2580 Grand Concourse","Bronx","NY","10458","Daniel Olavarria","2127887900","http://www.grownyc.org","Tue 8am-3pm","June 23-November 24","M","Y","Y","N","Y","Y","40.86412","-73.8955","POINT (-73.8955 40.86412)"
"Bronx","Van Cortlandt Park Alliance Farm Stand","Corner of Gale Pl & Orloff Ave","98 Van Cortlandt Park South","Bronx","NY","10563","Sara Kempton","7186011553",,"Wed 2pm-7pm","July 8-October 28","M","Y","N","N","Y","N","40.88485","-73.89124","POINT (-73.89124 40.88485)"
"Broome","Binghamton Farmers' Market","103 Laurel Ave Recreational Park","103 Laurel Avenue","Binghamton","NY","13905","Bryce Farrell","6072216877","https://www.binghamtonfarmersmarket.org/","Sun 11am-2pm","June 7-November 1","M","Y","Y","Y","Y","N","42.09907","-75.93279","POINT (-75.93279 42.09907)"
"Broome","Broome Co Regional Sat Farmers' Market","840 Upper Front St Binghamton","840 Upper Front St.","Binghamton","NY","13905","Gillian Sloan","6075845013","http://www.broomecountyregionalmarket.com","Sat 9am-1pm","Year-round","YR","Y","Y","Y","Y","N","42.12921","-75.90609","POINT (-75.90609 42.12921)"
"Broome","Little Italy Endicott Farmers' Market","128 Odell Ave Endicott","128 Odell Avenue","Endicott","NY","13760","Loreta Paniccia","6076245041","https://littleitalyendicott.org","Thu 4pm-7pm","May 28-September 24","P/M","Y","Y","Y","Y","N","42.11093","-76.04877","POINT (-76.04877 42.11093)"
"Broome","Russell Farms Farm Stand","323 Sycamore St","323 Sycamore Street","Vestal","NY","13850","Allison Russell","6079725793","http://www.russell-farm.com","Mon-Sat 8am-7pm, Sun 8am-6pm","March 20-December 31","W/P/M","Y","N","N","Y","N","42.10175","-76.00778","POINT (-76.00778 42.10175)"
"Broome","Vestal Farmers' Market","Library parking lot, near museum, 320 Vestal Pkwy East","320 Vestal Pkwy East","Vestal","NY","13850","MaKenzie Darrow","6076254141",,"Wed/Sat 9am-1pm","May 23-November 25","P/M","Y","Y","Y","Y","N","42.08731","-76.04563","POINT (-76.04563 42.08731)"
"Broome","Windsor Farmers' Market","99 Main St","107 Main St.","Windsor","NY","13865","Laura Biasillo","6075845007","http://www.facebook.com/WFMatWindsorVillageGreen","Sat 9am-1pm, Nov-Apr -Alt Sat","Year-round","YR","N","Y","Y","Y","N","42.07698","-75.64034","POINT (-75.64034 42.07698)"
"Broome","Wolfhill Farms Farm Stand","650 Hawleyton Rd Binghamton","650 Hawleyton Road","Binghamton","NY","13903","Emily Srch","9547787186",,"Daily 8am-6pm","Year-round","YR","N","N","N","Y","N","42.00481","-75.93334","POINT (-75.93334 42.00481)"
"Cattaraugus","Canticle Farm Market","3809 Old State Rd Allegany","3809 Old State Road","Allegany","NY","14706","Gina Anderson","7163730200","http://www.canticlefarm.org","Wed-Fri 9am-5:30pm","Year-round","YR","Y","N","N","Y","N","42.09601","-78.50618","POINT (-78.50618 42.09601)"
"Cattaraugus","Enchanted Mountains Farmers' Market","1900 Constitution Ave Olean","1900 Constituion Ave","Olean","NY","14760","Tammy Gardner","7165435475",,"Fri 2pm-6pm","May 22-October 23","P/M","Y","N","N","Y","N","42.08304","-78.45343","POINT (-78.45343 42.08304)"
"Cattaraugus","Great Valley Berry Patch Farm Stand","5608 Humphrey Rd","5608 Humphrey Road","Great Valley","NY","14741","Nadyne Litchfield","7169455221","http://greatvalleyberrypatch.com","Wed-Sun 9am-5pm","June 15-October 31","M","Y","N","N","Y","N","42.20092","-78.61632","POINT (-78.61632 42.20092)"
"Cattaraugus","Hewitt's Farm Fresh Produce","10168 Broadway Rd Gowanda","10168 Broadway Rd","Gowanda","NY","14070","Ben Hewitt","7165324654",,"Tue-Sun 10am-5pm","June 14-November 1","M","Y","N","N","Y","N","42.44135","-78.92861","POINT (-78.92861 42.44135)"
"Cattaraugus","Miller's Farm Market","1686 Olean Portville Rd Olean","1685 Olean Portville Rd.","Olean","NY","14760","Shanna Miller","7163722521",,"Mon-Sat 9am-6pm, Sun 9am-5pm","April 1-December 24","P/M/X","Y","N","N","Y","N","42.071439","-78.39814","POINT (-78.39814 42.071439)"
"Cattaraugus","New Generation Farm Stand","9527 New Albion Rd Cattaraugus","9527 New Albion Road","Cattaraugus","NY","14719","Lola Cicarelli","5085179215",,"Mon-Fri 8am-3pm","May 1-December 23","P/M","Y","N","N","Y","N","42.27641","-78.85879","POINT (-78.85879 42.27641)"
"Cattaraugus","Olean Area Farmers' Market","Lincoln Park Pavilion, 100 E State St Olean","100 E. State Street","Olean","NY","14760","Steph Beneng","7163745257","http://www.oleanfarmersmarket.com","Sat 9am-1pm","May 16-October 24","P/M","Y","Y","N","Y","N","42.07726","-78.42821","POINT (-78.42821 42.07726)"
"Cattaraugus","Olean Area Winter Farmers' Market","Miller's Farm Market, 1685 Olean-Portville Rd, Olean","1685 Olean-Portville Rd.","Olean","NY","14760","Steph Beneng","7163745257","http://www.oleanfarmersmarket.com","Alt. Sat 10am-1pm","January 10-April 18","W/P","N","Y","Y","Y","N","42.0714","-78.39808","POINT (-78.39808 42.0714)"
"Cattaraugus","Perfectly Blended Farm Farm Stand","3819 Riceville Rd Machias","3819 Riceville Rd","Machias","NY","14101","Melissa Keller","7162580645","http://www.perfectlyblendedfarm.org","Mon/Wed 4pm-6pm, Sat 12pm-4pm","May 1-October 30","P/M","Y","N","N","Y","N","42.43378","-78.51896","POINT (-78.51896 42.43378)"
"Cattaraugus","Silver Falls Farm Stand","10295 Jolls Rd Perrysburg","10295 Jolls Road","Perrysburg","NY","14129","Linda Dewey","7166729004",,"Thu 1pm-5pm, Sat 9am-1pm","June 15-November 1","M","Y","N","N","Y","N","42.44694","-78.95873","POINT (-78.95873 42.44694)"
"Cattaraugus","Wild Acres Family Farm Stand","5963 Route 98 Great Valley","5963 Route 98","Great Valley","NY","14741","Donald Wild","7169694386",,"Daily 10am-8pm","May 31-November 12","M","Y","N","N","Y","N","42.21576","-78.63471","POINT (-78.63471 42.21576)"
"Cattaraugus","Wilson's Farm Market Farm Stand","78 South Main St Portville","78 South Main Street","Portville","NY","14770","Francis Wilson","7163075233",,"Sat-Thu 10am-4pm, Fri 11am-4pm","April 15-December 24","P/M/X","Y","N","N","Y","N","42.0344","-78.33806","POINT (-78.33806 42.0344)"
"Cayuga","Auburn Sat Co-op Farmers' Market","96 State St Curley's Restaurant Pkg Lot","96 State Street","Auburn","NY","13021","Mark Soper","3157048609","http://www.auburnfarmerscoopmarketinc.com","Sat 7am-2pm","June 3-October 30","M","N","Y","Y","Y","N","42.93406","-76.56985","POINT (-76.56985 42.93406)"
"Cayuga","Auburn Thu Co-op Farmers' Market","96 State St Curley's Restaurant Pkg Lot","96 State Street","Auburn","NY","13021","Mark Soper","3157048609","http://www.auburnfarmerscoopmarketinc.com","Thu 7am-2pm","June 3-October 30","M","N","Y","Y","Y","N","42.93401","-76.57007","POINT (-76.57007 42.93401)"
"Cayuga","Auburn Tue Co-op Farmers' Market","96 State St Curley's Restaurant Pkg Lot","96 State Street","Auburn","NY","13021","Mark Soper","3157048609","http://www.auburnfarmerscoopmarketinc.com","Tue 7am-2pm","June 3-October 30","M","N","Y","Y","Y","N","42.93401","-76.57007","POINT (-76.57007 42.93401)"
"Cayuga","Centurion Farm Stand","287 Creek Rd Locke","287 Creek Road","Locke","NY","13092","Jeff Saeli","6075925810",,"Mon-Thu 9am-3pm, Fri/Sat 10am-2pm","May 18-November 30","P/M","Y","N","N","Y","N","42.6309","-76.45455","POINT (-76.45455 42.6309)"
"Cayuga","Horning's Produce Farm Stand","2213 State Rt 370 Cato","2213 State Rt 270","Cato","NY","13033","Tim Horning","3156513320",,"Mon-Sat 9am-6pm","Year-round","YR","Y","N","N","Y","N","43.16733","-76.59499","POINT (-76.59499 43.16733)"
"Cayuga","Morgan's Half Acre Produce Farm Stand","6169 Half Acre Rd Auburn","6169 Half Acre Road","Auburn","NY","13021","Kelli Morgan","3152533008","http://www.morganshalfacreproduce.com","Mon-Sat 10am-6pm, Sun 10am-4pm","May 8-October 31","P/M","Y","N","N","Y","N","42.91629","-76.62457","POINT (-76.62457 42.91629)"
"Cayuga","Owen Orchards Farm Stand","8174 Grant Ave Weedsport","8174 Grant Ave.","Weedsport","NY","13166","Gordon Tripp","3152524097","http://www.owenorchard.com","Mon-Fri 9am-7pm , Sat/Sun 9am-5pm","August 1-March 31","M/X/W","Y","N","N","Y","N","43.01314","-76.50749","POINT (-76.50749 43.01314)"
"Chautauqua","Abers Acres Farm Stand","884 Route 394 Kennedy","884 Rte. 394","Kennedy","NY","14747","Sue Abers","7162672431","http://www.abersacres.com","Mon-Sat 9am-6pm, Sun 10am-5pm","June 1-October 31","M","Y","N","N","Y","N","42.14495","-79.10996","POINT (-79.10996 42.14495)"
"Chautauqua","Carlberg Livestock & Produce Farm Stand","1982 Peck Settlement Rd Jamestown","1982 Peck Settlement Rd","Jamestown","NY","14701","Virginia Carlberg","7169693525","http://www.carlbergfarm.com","Mon-Sat 9am-6pm, Sun 11am-4pm","Year-round","YR","Y","N","N","Y","N","42.08618","-79.18337","POINT (-79.18337 42.08618)"
"Chautauqua","Dunkirk Farmers' Market","Dunkirk Senior Center 45 Cliffstar Court","45 Cliffstar Court","Dunkirk","NY","14048","Edward Hayes","7163669876","http://www.cityofdunkirk.com","Wed 9am-2pm","June 10-October 14","M","Y","Y","N","Y","N","42.48481","-79.32751","POINT (-79.32751 42.48481)"
"Chautauqua","Forestville Farmers' Market","Main St btwn the Post Office and Caves Food Market","21 Pearl Street","Forestville","NY","14062","Nancy Adams Fry","7323103331",,"Thursday 1pm-5pm","May 28-September 24","M","N","Y","Y","Y","N","42.47025","-79.17289","POINT (-79.17289 42.47025)"
"Chautauqua","Fredonia Farmers' Market","Village Hall Barker Commons , 9 Church St","9 Church St","Fredonia","NY","14063","Anneliese Bruegel","2488257916","http://www.fredoniafarmersmarket.org","Sat 9am-1pm","May 16-October 31","P/M","Y","Y","Y","Y","N","42.44089","-79.33242","POINT (-79.33242 42.44089)"
"Chautauqua","Fredonia WINTER Farmers' Market","321 East Main St (Rt 20) Masonic Lodge","321 East Main St. (Rte 20)","Fredonia","NY","14063","Thomas Degolier","7166802104","http://www.fredoniafarmersmarket.org","Sat 10am-1pm","November 1-May 17","M/X/W/P","N","Y","Y","Y","N","42.44764","-79.315","POINT (-79.315 42.44764)"
"Chautauqua","Green Heron Growers Farm Stand","2361 Wait Corners Rd Panama","2361 Wait Corners Road","Panama","NY","14767","Julie Rockcastle","7167530371",,"Sat 9am-1pm","May 9-October 24","P/M","Y","Y","N","Y","N","42.10288","-79.55939","POINT (-79.55939 42.10288)"
"Chautauqua","Jamestown Farmers' Market","116 E Third St","116 East Third Street","Jamestown","NY","14701","Nick Weith","7164836405","http://jfmny.org","Sat 9am-1pm","June 6-November 22","M","Y","N","N","Y","N","42.09603","-79.24226","POINT (-79.24226 42.09603)"
"Chautauqua","Jamestown Mobile Market-Carroll Manor","15 Cherry St Frewsburg","15 Cherry Street","Frewsburg","NY","14738","Nick Weith","7164836405",,"Wed 3pm-3:45pm","Year-round","YR","N","N","N","Y","N","42.0578","-79.16448","POINT (-79.16448 42.0578)"
"Chautauqua","Jamestown Mobile Market-Chautaqua Center","107 Institute St","107 Institute Street","Jamestown","NY","14701","Nick Weith","7164836405","http://jtownpublicmarket.org","Fri 11am-12pm","Year-round","YR","Y","N","N","Y","N","42.09308","-79.23505","POINT (-79.23505 42.09308)"
"Chautauqua","Jamestown Mobile Market-Chautauqua Opportunities","1135 N Main St","1135 North Main Street","Jamestown","NY","14701","Nick Weith","7164836405",,"Thu 3pm-4pm","Year-round","YR","Y","N","N","Y","N","42.1097","-79.24151","POINT (-79.24151 42.1097)"
"Chautauqua","Jamestown Mobile Market-Code Building","411 Windsor St","411 Windsor Street","Jamestown","NY","14701","Nick Weith","7164836405",,"Thu 3:30pm-5:30pm","Year-round","YR","N","N","N","Y","N","42.10095","-79.23136","POINT (-79.23136 42.10095)"
"Chautauqua","Jamestown Mobile Market-Prendergast Library","509 Cherry St","509 Cherry Street","Jamestown","NY","14701","Nick Weith","7164836405","http://jtownpublicmarket.org","Wed 11am-1pm","Year-round","YR","Y","N","N","Y","N","42.09831","-79.24361","POINT (-79.24361 42.09831)"
"Chautauqua","Jamestown Mobile Market-Silver Tree Seniors","8 Crane St","9 Crane Street","Jamestown","NY","14701","Nick Weith","7164836405","http://jtownpublicmarket.org","Wed 1:30pm-2:30pm","Year-round","YR","Y","N","N","Y","N","42.09627","-79.23317","POINT (-79.23317 42.09627)"
